0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is league	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl a	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is a league	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl a league	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is league or usl	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league (or fb:cell_league.usl_a_league fb:cell_regular_season.3rd_usl_3rd)) fb:row.row.index))	False
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is a league or usl	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league (or fb:cell_league.usl_a_league fb:cell_regular_season.3rd_usl_3rd)) fb:row.row.index))	False
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl or league	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league (or fb:cell_regular_season.3rd_usl_3rd fb:cell_league.usl_a_league)) fb:row.row.index))	False
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl or a league	((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league (or fb:cell_regular_season.3rd_usl_3rd fb:cell_league.usl_a_league)) fb:row.row.index))	False
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is league	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl a	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is a league	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl a league	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is league	((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl	((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl a	((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is a league	((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	'year' that the last where the 'league' is usl a league	((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (argmax (number 1) (number 1) (fb:row.row.league fb:cell_league.usl_a_league) fb:row.row.index))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is league	(max ((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl	(max ((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl a	(max ((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is a league	(max ((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl a league	(max ((reverse fb:cell.cell.number) ((reverse fb:row.row.year) (fb:row.row.league fb:cell_league.usl_a_league)))	True
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is league or usl	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league (or fb:cell_league.usl_a_league fb:cell_regular_season.3rd_usl_3rd))))	False
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is a league or usl	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league (or fb:cell_league.usl_a_league fb:cell_regular_season.3rd_usl_3rd))))	False
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl or league	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league (or fb:cell_regular_season.3rd_usl_3rd fb:cell_league.usl_a_league))))	False
0	what was the last year where this team was a part of the usl a-league?	largest 'year' where the 'league' is usl or a league	(max ((reverse fb:cell.cell.date) ((reverse fb:row.row.year) (fb:row.row.league (or fb:cell_regular_season.3rd_usl_3rd fb:cell_league.usl_a_league))))	False
